,title,startYear,runtimeMinutes,genres,actor_or_actress,director,producer,averageRating,numVotes,adult,backdrop_path,original_language,overview,poster_path,production_countries,release_date,production_companies_name
55,Viridiana,1961,91.0,Drama,"Victoria Zinny (1943, \N)","Luis Buñuel (1900, 1983)","Gustavo Alatriste (1922, 2006)",8.0,27159,False,/vRRnLUJpwPyPd8W0GrFpmHBnc9R.jpg,es,"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent.",/yFnUCrPY3ffjkqOkOupLro3sO7X.jpg,"['ES', 'MX']",1961-05-17,"['Unión Industrial Cinematográfica', 'Films 59', 'Producciones Gustavo Alatriste']"
56,Une vie difficile,1961,118.0,"Comedy,Drama,War","Loredana Nusciak (1942, 2006), Borante Domizlaff (1907, \N)","Dino Risi (1916, 2008)",,8.0,2370,False,/mxroilIGGybhO0J144ikw0qdGzW.jpg,it,"Silvio refuses to fight for the fascists and joins the resistance with Elena. After the war, his vitriolic newspaper articles cause him to be sentenced to imprisonment.",/3HL1IyP6uT1Te9fA6bSYmG3M1CR.jpg,['IT'],1961-12-19,['Dino de Laurentiis Cinematografica']
57,Le garde du corps,1961,110.0,"Action,Drama,Thriller",,"Akira Kurosawa (1910, 1998)",,8.2,137601,False,/zd7mu6dJKxkVtBdXqlEQ9W3msKl.jpg,ja,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",/tN7kYPjRhDolpui9sc9Eq9n5b2O.jpg,['JP'],1961-04-25,['TOHO']
58,Za dvoma zaytsiamy,1961,77.0,"Comedy,Musical","Margarita Krinitsyna (1932, 2005), Anna Kushnirenko (\N, \N), Konstantin Ershov (1935, 1984), Anatoli Yurchenko (1939, 2003)","Viktor Ivanov (1909, 1981)",,8.0,1418,False,/58yCSkspYZ7rNZnbm6lWuK6P2BQ.jpg,uk,"Based on the Ukrainian vaudeville by Mykhaylo Staritsky, the famous Ukrainian writer. The leading character, Svirid Petrovich Golokhvosty had his own barbershop in town and a reputation of a dandy. Once, after losing everything he had at cards, he decided to remedy his financial situation by a profitable marriage. A rich but ugly girl named Pronya Sirko fell for the illustrious suitor’s courtship...",/jWf7wWa4NSOF4lxK1vXnGqZg9AC.jpg,['SU'],1961-12-21,['Dovzhenko Film Studios']
59,Abhijaan,1962,150.0,"Crime,Family,Romance","Shekhar Chatterjee (1924, 1990), Charuprakash Ghosh (\N, \N), Bireswar Sen (\N, \N), Durgadas Bannerjee (\N, \N)","Satyajit Ray (1921, 1992)","Bhola Nath Roy (\N, \N)",7.9,1379,False,/wxAPuoe26oKJCveqKlRw9t8LRTP.jpg,bn,"The story revolves around a North Indian taxi driver, Narsingh, who attempts to reinvent his life by visiting his native place, but instead gets embroiled in a local Marwari businessman's smuggling and human trafficking business.",/dqsx54wzgjzWPzh4kRxUMzSj0fV.jpg,['IN'],1962-09-27,"['B.N. Roy Productions', 'Abhijatrik']"
60,Billy Budd,1962,123.0,"Adventure,Drama,War","Terence Stamp (1938, \N)","Peter Ustinov (1921, 2004)",,7.8,5147,False,/28tiYUtQ2nbBhzbrFjMSZbFmPxT.jpg,en,"Billy is an innocent, naive seaman in the British Navy in 1797. When the ship's sadistic master-at-arms is murdered, Billy is accused and tried.",/mdhGhduqT85qIbSgxD9VP6JvJlH.jpg,['GB'],1962-11-12,['Anglo Allied']
61,Le prisonnier d'Alcatraz,1962,147.0,"Biography,Crime,Drama",,"John Frankenheimer (1930, 2002)","Guy Trosper (1911, 1963)",7.8,20451,False,/4jz7JAgU3DQoQhZTDal6o2odg3Y.jpg,en,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.",/6EODLN11HTX4l2cmakAhWIoJLF.jpg,['US'],1962-07-04,"['Norma Productions', 'United Artists']"
62,Cléo de 5 à 7,1962,90.0,"Comedy,Drama,Music","Michel Legrand (1932, 2019), Renée Duchateau (\N, \N), Serge Korber (1936, 2022), Lucienne Marchand (\N, \N), Loye Payen (\N, \N)","Agnès Varda (1928, 2019)",,7.8,29533,False,/f16KEgTwVuEu7lieRzWIWGGbg3M.jpg,fr,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",/hvprnfDDRE4boZjH6x9xF9Q8NJV.jpg,"['FR', 'IT']",1962-04-11,"['Rome Paris Films', 'Ciné-Tamaris']"
63,Days of Wine and Roses,1962,117.0,Drama,"Debbie Megowan (1953, \N)","Blake Edwards (1922, 2010)",,7.8,14571,False,/1L6or9sR7oW4BkYx18NZOwapLkD.jpg,en,"An alcoholic falls in love with and gets married to a young woman, whom he systematically addicts to booze so they can share his ""passion"" together.",/cRVl1BR3x3P2NqUv61eveJNJ0ip.jpg,['US'],1962-12-26,"['Jalem Productions', 'Warner Bros. Pictures']"
64,Les dimanches de Ville d'Avray,1962,111.0,Drama,,"Serge Bourguignon (1928, \N)",,7.8,4968,False,/dMQcHcEMDLuCjtrIY1nfuktoLW8.jpg,fr,The tragic story of a young orphan girl who is befriended by an innocent but emotionally disabled veteran of the French Indochina War.,/9L5DtYYlO3yrg2qtTCxROLnLl2V.jpg,"['AT', 'FR']",1962-11-12,"['Fidès', 'Les Films Trocadero', 'Orsay Films']"
65,Divorce à l'italienne,1961,105.0,"Comedy,Drama,Romance","Lando Buzzanca (1935, 2022), Angela Cardile (\N, \N), Margherita Girelli (1945, \N), Ugo Torrente (\N, \N)","Pietro Germi (1914, 1974)",,7.9,15032,False,/u2nPH7STKcz8ddpvxo8Ler1SvPc.jpg,it,"Ferdinando Cefalù is desperate to marry his cousin, Angela, but he is married to Rosalia and divorce is illegal in Italy. To get around the law, he tries to trick his wife into having an affair so he can catch her and murder her, as he knows he would be given a light sentence for killing an adulterous woman. He persuades a painter to lure his wife into an affair, but Rosalia proves to be more faithful than he expected.",/vZbdSpUFyFiDBBTY0AiSrN9f303.jpg,['IT'],1961-12-20,"['Galatea Film', 'Lux Film', 'Vides Cinematografica']"
66,Seppuku,1962,133.0,"Drama,Mystery","Tôru Takeuchi (1927, 2006)","Masaki Kobayashi (1916, 1996)",,8.6,79571,False,/nC3IjYhUgZWgfKfFX0ygMigFwgc.jpg,ja,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",/5konZnIbcAxZjP616Cz5o9bKEfW.jpg,['JP'],1962-09-15,['Shochiku']
67,L'enfance d'Ivan,1962,95.0,"Drama,War","Andrei Konchalovsky (1937, \N), Valentina Malyavina (1941, 2021), Irma Tarkovskaya (1938, \N), Evgeniy Zharikov (1941, 2012)","Andrei Tarkovsky (1932, 1986), Eduard Abalov (1927, 1987)",,8.0,41732,False,/h81gVvHitMCp5ZmLyFUjHX4zjd6.jpg,ru,"In WW2, twelve year old Soviet orphan Ivan Bondarev works for the Soviet army as a scout behind the German lines and strikes a friendship with three sympathetic Soviet officers.",/vmRWSLP1DE9WTta0hfzIafJ0dID.jpg,['SU'],1962-05-09,"['Tretye Tvorcheskoe Obyedinenie', 'Mosfilm']"
68,Kanchenjungha,1962,102.0,Drama,"Arun Mukherjee (\N, \N), Alakananda Ray (\N, \N), Subrata Sensharma (\N, \N)","Satyajit Ray (1921, 1992)",,7.8,1243,False,,bn,"Played out in real time, several complex family dramas intersect in the landscape of the Himalayan foothills, allowing the Bengali auteur to examine the class and generational differences of postcolonial India while celebrating the hopes of a society in transition.",/zqLY2jnjt94caeKrl44Qbl1S7qP.jpg,['IN'],1962-05-11,['NCA Productions']
69,Két félidö a pokolban,1961,140.0,"Drama,Sport,War",,"Zoltán Fábri (1917, 1994)",,7.9,1533,False,/nmdsYZvgqxwLkcgWCYCXQEcDxW.jpg,hu,"To celebrate Hitler's birthday, a soccer match is organised between the Germans and a group of Hungarian political prisoners, one of whom is a famous pre-war football star.",/2fKH3uZP3jbbIcohRWQX0R9nGQo.jpg,['HU'],1961-11-02,['Hunnia Filmstúdió']
70,Lawrence d'Arabie,1962,227.0,"Adventure,Biography,Drama",,"David Lean (1908, 1991)",,8.3,329037,False,/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg,en,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,['GB'],1962-12-11,['Horizon Pictures']
71,Main Chup Rahungi,1962,147.0,"Drama,Family","Shanti (\N, \N), Babloo (\N, \N), Umesh Sharma (\N, \N)","A. Bhimsingh (1924, 1978)",,7.8,105,False,,hi,"Narayan works as a laborer on the farmland owned by businessman, Ratan Kumar, in Ramnagar, who also has a rubber estate in Singapore. Although Narayan was an ex-convict, Ratan had assisted him getting a job, some land, and a small house where he now lives with his grown daughter, Gayetri, who used to work as a tutor/teacher. While bringing him his lunch one afternoon, Gayetri faints, and a woman tells him that she is pregnant. A shocked Narayan tries to find out who the father is, but Gayetri refuses to answer. He is all ready to beat the truth out, when Ratan intervenes, asks Narayan to take some money and re-locate, which Narayan gratefully does. They do re-locate and Gayetri gives birth to a baby boy, Narayan takes him to an orphanage donated by Ratan himself, and leaves him there, he returns home and lets Gayetri know that her child was still-born.",/v2k4VBSrxxEXPRkjLsvJEVBw21g.jpg,[],1962-01-01,[]
72,Mamma Roma,1962,110.0,Drama,"Vittorio La Paglia (\N, \N), Luisa Loiano (\N, \N), Piero Morgia (\N, \N), Paolo Volponi (1924, 1994), Franco Ceccarelli (1942, 2012)","Pier Paolo Pasolini (1922, 1975)",,7.8,10940,False,/vEtMkoZvDa7tNAQpP78ofxMIxIi.jpg,it,"After years spent working as a prostitute in her Italian village, middle-aged Mamma Roma has saved enough money to buy herself a fruit stand so that she can have a respectable middle-class life and reestablish contact with the 16-year-old son she abandoned when he was an infant. But her former pimp threatens to expose her sordid past, and her troubled son seems destined to fall into a life of crime and violence.",/gA4TiFDgmKMsorIMIaNwi1FRNOA.jpg,['IT'],1962-09-22,['Arco Film']
73,L'homme qui tua Liberty Valance,1962,123.0,"Drama,Western",,"John Ford (1894, 1973)",,8.1,85709,False,/afH7n1HMvzHaOkxM3h5XXvErK0j.jpg,en,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",/4C1R0LEivLjbv3swAzJfzh0tzXl.jpg,['US'],1962-04-15,"['Paramount', 'John Ford Productions']"
74,Un crime dans la tête,1962,126.0,"Drama,Thriller",,"John Frankenheimer (1930, 2002)","George Axelrod (1922, 2003)",7.9,82568,False,/7dX07NQv4p6kfzSkA9rf9LvlvVD.jpg,en,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg,['US'],1962-10-01,"['MC Productions', 'United Artists']"
75,Miracle en Alabama,1962,106.0,"Biography,Drama","Maribel Ayuso (\N, \N), Dale Ellen Bethea (\N, \N), John Bliss (1930, 2008), Inga Swenson (1932, 2023)","Arthur Penn (1922, 2010)",,8.1,21431,False,/lUUB7fPMx5bNYpE1ePoKlO8eaKj.jpg,en,"The true story of the frightening, lonely world of silence and darkness of 7-year-old Helen Keller who, since infancy, has never seen the sky, heard her mother's voice or expressed her innermost feelings. Then Annie Sullivan, a 20-year-old teacher from Boston, arrives. Having just recently regained her own sight, the no-nonsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light.",/3dI6UVM5W1sz3MU9gNK5nVDcAyQ.jpg,['US'],1962-05-23,['Playfilm Productions']
76,O Pagador de Promessas,1962,98.0,Drama,"Othon Bastos (1933, \N), Roberto Ferreira (\N, \N), Geraldo Del Rey (1930, 1993), Milton Gaucho (1916, 2005), Glória Menezes (1934, \N), Leonardo Villar (1923, 2020)","Anselmo Duarte (1920, 2009)",,8.3,4296,False,/k13mFZr51lcOxvLrHHCk9Llevcf.jpg,pt,"Zé is a very poor man whose most prized possession is his donkey. When his donkey falls terminally ill, Zé makes a promise to Saint Bárbara: If his donkey recovers, he will carry a cross - like Jesus - all the way from his city to Saint Bárbara's church, in the state capital. Upon the recovery of his donkey, Zé leaves on his journey. He makes it to the church, but the priest refuses to accept the cross once he discovers the context of Zé's promise.",/277qsg4voGrMgSSlbYxtFVVusBf.jpg,['BR'],1962-04-17,['Cinedistri']
77,Requiem for a Heavyweight,1962,95.0,"Drama,Sport","Barney Ross (1909, 1967)","Ralph Nelson (1916, 1987)",,7.8,5071,False,/oSg662qyuvqjgNASD1jLRrcI8Ao.jpg,en,"Mountain Rivera is a veteran heavyweight and near-champion who suddenly finds himself washed up in the only trade he knows—prizefighting. Yet, threatened by gangsters for welshing on a gambling debt, Mountain’s opportunistic manager, Maish Rennick, schemes to get the ex-boxer into a phony wrestling match to make some quick money. Although he and his loyal trainer, Army, oppose the degrading proposition, the disillusioned Mountain begins to wonder if he has any options left.",/owXVgPz9N4FabqAZXDyviJgfnQf.jpg,['US'],1962-10-16,['Columbia Pictures']
78,Sahib Bibi Aur Ghulam,1962,152.0,"Drama,Musical","Harindranath Chattopadhyay (1898, 1990), Ranjit Kumari (\N, \N)","Abrar Alvi (1927, 2009)",,8.1,1926,False,/fPlTZUBaw6I7vSqjME1St00Ww66.jpg,hi,"A Zamindar neglects his wife and prefers the company of alcohol and dancing girls. The decadence of the Bangali Zamindar milieu and the raising bourgeoisie in the late 19th century, seen through the eyes of a young upward mobile rustic seeking fortune in Calcutta, and fascinated by the lady of the house.",/tUVjkGSe7ZRhFoWirqZOh00kNlz.jpg,['IN'],1962-01-01,['Guru Dutt Films Pvt. Ltd.']
79,Tsubaki Sanjûrô,1962,96.0,"Action,Drama,Thriller",,"Akira Kurosawa (1910, 1998)",,8.0,42750,False,/vfEORWH75d5qSHe3QBkSPIsXhOz.jpg,ja,"Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear.",/zW47oIH3bc3ggmmmzTvKqM4Fqjk.jpg,['JP'],1962-01-01,['TOHO']
80,Le goût du saké,1962,113.0,Drama,,"Yasujirô Ozu (1903, 1963)",,8.0,11371,False,/r9cWPx9W8ObmMIBdbBce9bUXZhq.jpg,ja,"Shuhei Hirayama is a widower with a 24-year-old daughter. Gradually, he comes to realize that she should not be obliged to look after him for the rest of his life, so he arranges a marriage for her.",/4RtWkqywkzxonlnGBwv4RpSw4Rb.jpg,['JP'],1962-11-18,['Shochiku']
81,Le fanfaron,1962,108.0,"Comedy,Drama","Lilly Darelli (\N, \N), Franca Polesello (1936, 2021), Bruna Simionato (1941, 2008), Mila Stanic (1941, \N)","Dino Risi (1916, 2008)",,8.2,13569,False,/uUrV5KSjnZx47Dq7e6STr73iN4N.jpg,it,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",/9ItdJzfdHK5LJ3KrlopGjVLABY4.jpg,['IT'],1962-12-05,"['Fair Film', 'Incei Film', 'Sancro Film']"
82,Assalto ao Trem Pagador,1962,102.0,"Crime,Drama","Jorge Dória (1920, 2013), Eliezer Gomes (1920, 1979), Helena Ignez (1942, \N), Átila Iório (1921, 2002), Dirce Migliaccio (1933, 2009), Miguel Rosenberg (1926, 2016)","Roberto Farias (1932, 2018)","Roberto Farias (1932, 2018)",7.8,921,False,/u0LJVoXukfoR8S5UrbADlq22ODs.jpg,pt,"Based on true events in Rio de Janeiro, in 1960, when a gang having the infamous outlaw Tião Medonho as a leader performed a sensational railroad hold-up on a train carrying a small fortune.",/mOGYyHVB2SHxKAeYPDaGSKMZpGl.jpg,['BR'],1962-09-02,['Herbert Richers']
83,Tistega lepega dne,1962,91.0,Comedy,"Silva Danilova (1908, 1991), Karel Pogorelec (1891, 1981), Joze Zupan (1909, 1980), Slavko Strnad (1923, 2015)","France Stiglic (1919, 1993)",,7.8,213,False,/l1Tw3A72Hoxe57PcnX25DM7AF0d.jpg,sl,"A story set in a Slovenian village during Italian occupation. Stefuc, a man who has been widowed twice and has four daughters, wants to get married for the third time with Zana, who's already engaged and pregnant with Ludvik. Stefuc tries to separate them away, but realizes that he'll have to marry Hedvika, a nice looking girl who has just returned from Milan. In the meantime, Italian fascist authorities decide to eradicate five Slovenian songs with the help of local traitors.",/n7ePaHDpgMVo427o2hookoyhoys.jpg,['YU'],1962-10-04,['Viba Film']
84,Du silence et des ombres,1962,129.0,"Crime,Drama","John Megna (1952, 1995), Collin Wilcox Paxton (1935, 2009)","Robert Mulligan (1925, 2008)",,8.3,343195,False,/mbJIERhLu25fyZb8DQIq1JN3AOR.jpg,en,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",/o5icF9TCe8Ld5bWy19rPwsNyLLv.jpg,['US'],1962-12-20,"['Pakula-Mulligan', 'Brentwood Productions']"
